# SYSTEM INFORMATION FOLLOWS
# emon db : alderlake
# num_packages : 1
# num_modules_per_package : 1
# num_cores_per_package : 12
# num_logic_processor_per_core : 2
# device bigcore : num_events 10, num_unit 1
# device smallcore : num_events 10, num_unit 1
# tsc_freq : 2419.20 MHz
# ufs_freq : N/A MHz
# END OF SYSTEM INFORMATION
# GROUPING INFORMATION FOLLOWS
# group 0 : INST_RETIRED.ANY, CPU_CLK_UNHALTED.THREAD, CPU_CLK_UNHALTED.REF_TSC, DTLB_LOAD_MISSES.WALK_PENDING, TOPDOWN.SLOTS:perf_metrics, IDQ.DSB_UOPS:u0x2C, L1D.REPLACEMENT, L2_RQSTS.REFERENCES, FP_ARITH_DISPATCHED.PORT_0:u0x43, UOPS_EXECUTED.CORE
# END OF GROUPING INFORMATIONS
# START OF COLLECTION
timestamp;;package0;;;;;;;;;;;;;;;;;;;;
;;bigcore;;;;;;;;;;;;;;;;;;;;
epoch;timestamp;CPU0;;;;;;;;;;CPU1;;;;;;;;;;
;;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;DTLB_LOAD_MISSES.WALK_PENDING;TOPDOWN.SLOTS:perf_metrics;IDQ.DSB_UOPS:u0x2C;L1D.REPLACEMENT;L2_RQSTS.REFERENCES;FP_ARITH_DISPATCHED.PORT_0:u0x43;UOPS_EXECUTED.CORE;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;DTLB_LOAD_MISSES.WALK_PENDING;TOPDOWN.SLOTS:perf_metrics;IDQ.DSB_UOPS:u0x2C;L1D.REPLACEMENT;L2_RQSTS.REFERENCES;FP_ARITH_DISPATCHED.PORT_0:u0x43;UOPS_EXECUTED.CORE;;;;;;;;;;;;;;;;;;;;;
1663004180694;38586780;48167926;52691559;25548138;5206195;220907322;62368125;1379908;4626050;1090;92076351;36601982;43823206;21247065;4169210;163940100;48597403;1142066;3720414;0;77807530;
1663004180710;38574541;39307771;45156890;21891807;4128406;177588666;51919835;1206189;3945866;370;80420105;41943909;48373248;23452254;4561645;192653058;55402568;1283484;4220132;7;84746731;
1663004180726;38631604;45747080;51569614;25233831;4075925;206500332;62283785;869689;3367865;489;92022435;35329937;47582474;23092650;4124948;175727016;50001974;769552;3015963;1652;82529970;
1663004180756;72454530;105874482;120188315;58272795;10211792;410508864;137094534;2524371;8259614;604;241487790;109323001;124541623;60379767;11154998;434217564;142808911;2413682;8473341;1732;250337117;
1663004180772;38550884;45030887;47982679;23262309;4680408;203250558;58012904;1306697;4254678;1068;84541624;38303779;43627667;21151053;4238321;173301684;50147889;1186011;3838243;142;77350309;
1663004180788;38806559;37948630;46489116;22679244;4283828;187640364;50452450;1050477;3664818;49;77679711;40854145;47497446;23228163;4406915;189369426;53359787;1084434;3725185;46;81006210;
1663004180804;38368036;55271960;64739550;31751685;4556894;205775790;74870873;1023379;3859641;2236;137716353;56405022;65604085;31954671;4771168;209648862;77791020;1031492;3779248;290;139042286;
1663004180820;38579058;56807741;70528316;34225254;6240721;274836660;75784620;1404283;4924786;812;128090725;51807922;53972512;26198109;4503466;186643080;65229546;991184;3295043;649;110015950;
1663004180836;38571522;46574083;50945406;24699780;4869588;203344980;60286845;1371338;4466281;0;94321339;43290062;48296202;23415588;4667327;182997300;55367497;1279723;4063357;390;89841756;
1663004180852;38543900;43024330;48441363;23486841;4073932;189659466;56151286;1164705;3847830;1502;88354207;42265089;49177116;23842035;4628717;192364386;55792328;1249996;4210113;0;88314131;
1663004180868;38640967;39775562;45901205;22595139;3792725;179617560;54323020;818446;2953217;1488;81457033;35284933;45566834;22361976;4050008;174629880;49346832;793715;3123429;120;78410970;
1663004180884;38602136;67481145;73911632;35844291;5842195;255173694;90790868;1271326;4717776;658;151678660;56167747;68484985;33213789;5598590;216233058;76316977;1118479;4309169;732;144532837;
1663004180900;38545855;57564537;66985692;32476752;5645373;251969520;72707838;1528645;4853013;5;125198051;51082887;54464253;26405001;5101244;185535090;62453915;1238956;3841361;1481;111729730;
1663004180916;38535590;40790152;45388421;22005522;4406725;187243608;53666374;1256614;4085533;0;79748325;40574149;45843053;22227408;4291643;185371056;53066087;1232886;4069578;0;79957540;
1663004180932;38615592;48494476;58951542;28580328;4117319;202005780;61879719;1034694;3607414;1073;111286545;48865556;59904164;29045079;4711176;208771242;62333761;1108879;3985504;422;112475829;
1663004180948;38578229;54004274;62073340;30101148;4435599;212867436;74612842;982411;3680731;1564;127775869;62233072;69753370;33824826;4019051;259795260;81008033;954840;3486255;658;136416318;
1663004180964;38627902;64388933;71764746;34793388;5608688;278109954;83251926;1399292;4801617;296;133810780;46919611;56356226;27322470;5538146;185108670;61507125;1078881;3912362;437;113256434;
1663004180980;38518076;42796700;49435325;23966586;4606026;175787028;55695910;1257833;3992015;1152;97939133;54367573;56606235;27443304;5497782;218251710;67502379;1453541;4527000;397;108534008;
1663004180996;38565555;30839981;35131337;17032869;3461645;137094384;40429428;946685;3126409;0;64644616;43045007;50060985;24271443;4701552;179624652;55023150;1173001;3806807;1211;93031876;
1663004181012;38579820;35691158;40531737;19679499;3770948;165170502;47129555;860019;3112759;59;70796609;35532019;44032423;21388122;3798632;181805802;48438770;845128;3160415;476;71736130;
1663004181028;38566665;63434954;71859010;34860231;5545347;232845978;85960188;1235144;4474887;1026;152876906;62819269;74103048;35946792;5953374;238951248;86044315;1189616;4483398;1794;155209117;
1663004181044;38625804;55146128;64791765;31413060;6042094;247811574;70668930;1464789;4759770;26;119080562;52940854;56168617;27232632;5260188;203804394;66454851;1158914;3790360;8;110802617;
1663004181060;38563440;41712988;46333740;22463154;4592911;187014258;54223665;1273449;4123792;421;83204813;42989549;48328386;23431905;4602544;192537864;55489737;1249957;4041767;1147;86315156;
1663004181076;38597370;38800976;45366387;21994875;4272460;167646636;50619921;1143241;3765593;8;84813256;46801048;53865273;26116398;4715715;214503246;60502936;1254141;4208803;1096;94581081;
1663004181092;38502482;44477839;52195008;25661538;3985382;194081502;61356793;835562;3336161;448;101089331;41409661;47440508;23206302;3685560;167138460;58324824;754627;2812662;967;92856731;
1663004181122;72401667;108688370;122124755;59259564;10850713;443956980;140020381;2704049;8889835;1857;236618537;96342892;112996776;54834192;10688325;386098782;125725987;2276828;7980140;1323;222888691;
1663004181152;72704902;77460172;86407633;42079275;8383301;356063556;100447878;2162946;7338426;55;150538030;70316921;82842870;40599972;7418832;325491942;91926566;1942705;6521307;1816;143940795;
1663004181168;38430368;58415326;71568201;34756155;5721050;230853642;81354782;1167359;4491827;373;152437674;65976682;68852890;33440148;4548233;230449932;88656038;1175641;4067767;1040;147560984;
1663004181184;38601858;57138763;70614741;34235271;6378061;272825526;76134245;1466704;5124727;14;128360444;52832721;54799539;26568171;5012658;186397470;64076200;1102582;3445845;1446;111236707;
1663004181200;38559393;41339912;46635425;22610070;4540094;187867590;53645968;1231925;4110799;1;82121926;43161489;48807714;23664501;5021823;196455522;56129200;1312877;4344853;1108;84817915;
1663004181230;72540124;72770167;84897675;41465529;7215291;321779736;98466758;1818875;6319698;868;154295980;83171601;98012258;47600406;8232138;391891698;110459017;1945042;7035815;1613;170810354;
1663004181246;38519881;62301163;73291246;35533764;5605348;263587764;85218718;1281399;4759237;771;143665930;54646538;65070714;31548195;5663603;206747256;73747869;1099768;4171793;135;134524865;
1663004181262;38629446;57943585;61536031;29832579;5990456;226289838;71767421;1546748;4704670;40;120961267;50887389;56161645;27228978;5352236;196769844;63408115;1335283;4189923;1479;111814420;
1663004181278;38602528;45255398;49202166;23851170;4717115;201783522;58252399;1336230;4346412;1059;87865226;37865097;44625995;21636342;4003668;168846288;49589830;1173917;3777136;362;80399229;
1663004181294;38837803;32450789;39357448;19262880;3395523;148511526;42572784;869565;3041535;57;69820334;41013978;47580674;23491692;4548220;193577526;53182962;1046510;3648471;39;80636226;
1663004181310;38394832;62879468;71205199;34542837;5072279;240784872;86751884;1191652;4359964;1138;149911596;59029823;68070849;33023592;5374063;217647006;80945649;1145492;4247118;1745;144242635;
1663004181326;38553795;52387781;61877601;29999970;5432853;232021098;66868954;1353287;4394011;980;115759188;56047737;60700349;29430324;5572747;225256698;71503911;1126171;3917280;309;117570087;
1663004181342;38563849;43976154;47282048;22922802;4789362;198477552;56804161;1325847;4308817;0;83421603;39311612;44743125;21692475;4259485;178623678;51174836;1207123;3896495;380;78811353;
1663004181358;38614019;43546434;50169663;24323103;4820468;181019472;56320188;1230213;4153221;168;98530851;50697764;57192899;27731151;4450160;212802216;65554738;1188082;3879404;1360;108850993;
1663004181374;38574058;47119639;52003086;25263441;3798363;191222802;64855633;833739;3013981;630;99570078;41929358;55005914;26734428;4552647;200063730;58263800;868246;3523753;549;100208725;
1663004181390;38584858;54046273;62939654;30515310;4487965;236038014;71168650;1191836;4297699;1502;120951653;55538486;61722354;29924559;5456251;229911324;75271730;1026883;3996254;390;119941630;
1663004181406;38531178;66707457;68229671;33079284;6967524;220465464;81377930;1601183;4731926;437;152317051;65058677;69189239;33544287;6419862;220022982;79083030;1478860;4380217;1419;153380171;
1663004181422;38605847;39761777;43979126;21323736;4281533;180210396;51964318;1240206;3993034;0;77642574;41588681;46603146;22595202;4553070;190996764;54026951;1286295;4174282;0;80872486;
1663004181438;38592439;43479285;52175725;25295886;4711768;196094736;56653799;1096917;3827094;273;94841165;47093411;55755536;27031788;4813147;213556920;61645366;1120429;3883577;1344;99419399;
1663004181454;38655719;52067680;57461043;28127862;4003469;193222650;71579667;927398;3330300;652;119613387;47835101;57971051;28178199;4341376;191878470;66929825;955521;3668824;1522;118771356;
1663004181471;41858525;79981095;74511995;36124767;5248023;282973566;93464823;1355116;4482968;337;148929730;57285377;66709088;32342940;6378113;217522752;73943265;1223006;4280770;399;140289954;
1663004181502;74003574;82704457;92370733;44783550;9235444;348757386;106249356;2394613;7856889;719;174326857;90758284;103036807;49955409;9051475;397557876;117624694;2425539;8062128;2448;189512575;
1663004181518;38614773;39508160;48668636;23826726;4182026;186722718;53376136;856788;3239289;228;87263385;38091854;47116743;22864968;3593593;168244380;51821240;739505;2796739;507;86004165;
1663004181534;38595355;66939849;73436347;35627445;5346463;253929864;90218610;1182523;4373989;943;152934071;57059580;69873815;33900174;5816326;217346916;77342777;1145734;4430236;1750;148374150;
1663004181550;38558260;61871303;67215633;32588010;5328564;242704386;76500255;1434807;4377983;8;132847024;53828666;58327609;28277676;5559181;199545012;66981687;1279034;4078736;22;121765750;
1663004181566;38604756;40845338;45686458;22150863;4143726;177858930;53261473;1177774;3806360;409;83962260;43899727;49254183;23880087;4857187;197739786;56843896;1341224;4351156;1121;88496332;
1663004181582;38589128;45214218;52098778;25259409;4917065;204497322;58643082;1208409;4107978;388;93811606;43097117;50290724;24381693;4188572;187348344;54919271;1058024;3597634;1116;91887868;
1663004181598;38570002;48169937;57017004;27842031;3831303;189283068;66611963;916849;3434120;535;119268813;53706389;59472127;28874034;4466193;201485928;74247497;980208;3580668;613;124474617;
1663004181614;38655172;59430093;66158600;32075757;5017262;257947482;76845379;1287188;4479756;706;121233830;46841933;57629405;27940815;5529177;205768476;63952453;995389;3867810;1098;110221310;
1663004181644;72347856;79420097;89906147;43594047;9170601;328846680;102545427;2381665;7596632;0;174800925;97060842;102838747;49862106;9459436;404511228;122281079;2593650;8314366;1467;193680109;
1663004181660;38595434;35553431;39017012;19254060;3366152;161895726;46258793;762895;2760345;431;68168284;30454496;39834424;19396755;3346287;161807244;43105867;741467;2803260;1242;64848842;
1663004181676;38634397;61540729;72648902;35222166;5541641;226806090;84218432;1194989;4357071;906;155224757;65984379;76657860;37166346;6278004;246213870;89173268;1322921;4855115;447;159861625;
1663004181692;38553494;60423901;68729436;33322716;5887386;254510496;76136899;1507804;4793982;1103;131507925;51692980;57289250;27774936;5323941;194163450;64752421;1191469;3888209;381;116041822;
1663004181708;38558420;38698364;44951916;21793653;4410392;172258638;50874127;1203267;3949860;0;80510251;46134110;52037986;25228161;5094985;211156662;60122350;1328938;4455959;1090;90670011;
1663004181724;38617904;34304146;40934911;19846701;3752927;150640818;45103251;1040099;3411774;1;74644864;49547158;55146938;26737137;5140601;231210732;63908699;1315295;4466909;381;94103277;
1663004181740;38650671;53964837;59532739;29097873;4011030;218895264;75212078;951480;3506456;909;117038804;42994503;54599790;26685792;4685673;181267542;60196460;900116;3474001;1648;107985150;
1663004181756;38599499;52401713;61426789;29781171;4962421;225205878;67112354;1207448;4141145;1050;115788523;54862255;63549078;30810717;5823711;240217272;74629438;1057116;4221768;500;118728787;
1663004181772;38588655;45323603;50839461;24648183;5118893;181212786;57620136;1339442;4177550;396;100333367;53913343;57052395;27661095;5567310;218399016;67608647;1485330;4724387;0;109528387;
1663004181788;38548515;38694963;44020654;21344463;4176822;174240372;51223123;1187668;3891049;469;79144094;43881512;49006295;23758371;4612981;200709288;57076370;1276811;4229824;1128;85779944;
1663004181818;72505679;94549681;110359113;53821782;8729312;387572382;128309417;1993772;7419197;1162;216294720;93207756;111927536;54566064;9429419;385746258;127187545;1909004;7108052;1801;218932896;
1663004181834;38520098;57313850;66472399;32229666;5551360;250737432;73270769;1443020;4684231;1114;124998118;51167104;55188423;26757297;5362669;190269360;63498263;1250837;3929224;28;110900042;
1663004181850;38551632;45604921;48608633;23565780;4961615;201398736;58393407;1340695;4436034;241;88224992;40519121;45998589;22302882;4022309;178457946;52846793;1146170;3719583;208;83876739;
1663004181866;38612030;41431244;48403659;23468319;4558919;193850268;53772792;1160747;3941044;564;83402834;42057292;49174236;23841405;4510514;193586898;54777486;1148204;3913165;1096;85027667;
1663004181882;38643455;55336785;60742387;29528037;4027827;218333136;78147980;1013666;3547514;921;122290962;48263002;59252953;29012382;5020387;197255610;65951951;925341;3701318;239;119377254;
1663004181898;38531335;60616060;66188449;32091192;5107125;243024564;76905192;1347578;4457160;720;128166898;51830850;62743686;30420054;5779154;218996526;69180724;1112941;4216884;1128;123558457;
1663004181914;38558227;48049550;53213306;25798374;5510250;203071464;62066146;1437853;4640482;0;100899275;47311605;51240143;24841971;4954531;190698150;59143233;1343036;4200903;1461;97665003;
1663004181930;38544103;42096701;48917278;23715783;4405219;178899276;54733509;1202383;3974291;0;93342316;50415238;53842910;26103609;4480210;205897572;62951657;1243018;4171376;8;100381772;
1663004181946;38634429;44263233;56664751;27571635;4134503;186644190;58972904;851048;3186964;87;108330951;48484515;61805517;30077901;3685573;210607272;62733676;754965;2939104;1786;113649878;
1663004181962;38585433;66001084;75143310;36431325;6155453;275137098;90588402;1239336;4979578;438;151250768;55669953;61137260;29641374;4885143;195751254;74237981;1078500;3860695;1655;131779982;
1663004181978;38540695;49933520;55732805;27020448;5347418;189980466;62093269;1344595;4144211;352;111403492;56181373;64793448;31414761;5588904;239758308;70420021;1510003;4741885;11;120923463;
1663004181994;38606776;40429762;45028334;21831264;4433003;183065010;52927978;1264055;4102007;0;79512889;41049755;46997207;22785273;4528547;189310266;53773618;1258593;4108417;1429;81794354;
1663004182010;38586219;30539788;36022775;17464104;3145625;137406186;40535571;991251;3183890;0;64791467;41239598;47919950;23232321;4059448;189224640;53949136;1171706;3872544;217;84312531;
1663004182026;38550184;47886429;52308393;25541334;3943572;189231594;64769250;817022;3018487;1197;103602353;44301180;53905762;26373690;4298687;194366712;61334846;840508;3428580;722;103107960;
1663004182056;72437241;111353067;122248332;59279661;10426019;455782008;143866211;2637069;8723783;585;236478603;93765738;108236382;52487127;10013120;366523290;121390964;2283493;7749369;1603;218441282;
1663004182086;72423371;68386921;78107385;38101959;7231515;311716734;89288068;1950389;6638357;44;136822804;74385321;86967775;42384825;8205589;355448964;97830710;2083344;7100873;2614;147132186;
1663004182102;38666013;62245662;71538002;34714386;5238993;236944734;84807594;1234594;4636523;1014;150751410;63220532;70479624;34201566;5357144;231940170;87400558;1128980;4083970;782;151422226;
1663004182118;38557520;54626863;64395121;31220280;5590020;237457104;69825682;1358408;4429061;1535;121066112;54482447;61195841;29670984;5868634;222548034;69948075;1164569;4061511;12;118297340;
1663004182134;38534529;44038745;47342552;22953546;4890868;197901174;57132443;1333030;4323559;0;84169554;39656008;45049581;21841029;4350071;179978022;51990379;1207200;3859323;0;79637264;
1663004182150;38646370;45088027;49266946;23885631;4847427;196728438;58298668;1304288;4360491;0;90134392;40714207;47999901;23272704;4184874;182136636;53833084;1164855;3814925;1422;87171657;
1663004182166;38558784;43930522;52526999;25767441;3896025;190493514;60627951;812910;3161073;560;99057040;47402335;57251809;27780417;4495931;211962828;65461040;845390;3389038;1296;105719985;
1663004182182;38584549;64126813;72131520;35039151;5339654;276709926;84302570;1340434;4772065;1081;135852406;48623999;58456345;28408716;5282160;187584072;65596195;989238;3728710;34;121127614;
1663004182198;38561906;52451578;59993936;29086344;6195059;209148756;66887015;1506116;4752012;1084;118406116;53120526;58614725;28419111;5610352;204203682;66301081;1402123;4313293;457;116029206;
1663004182228;72756050;75172088;86771636;42267960;8395586;344495652;98586387;2135079;7167332;887;151102752;74142384;88646858;43221780;8232970;347333130;97467868;2027654;6954650;901;153423729;
1663004182244;38377131;54966162;67578187;32937723;5379978;212827800;75560220;1105731;4194302;1989;142937521;65555487;70427989;34173846;4702642;240133794;90231224;1176579;4245799;944;148738318;
1663004182260;38544972;58648238;69560385;33724971;6322509;266306670;75781663;1464840;4960851;24;128076208;52387396;56485475;27385155;5364484;192584178;65877720;1154891;3846062;19;114207316;
1663004182276;38554677;48512327;52021783;25223436;5150859;215681286;62619728;1360236;4476131;559;93446871;38515781;45055270;21842667;4255727;171206544;50456747;1153101;3717504;955;82126097;
1663004182292;38616982;37903847;44618711;21634074;4129735;171724488;50450429;1183373;3845776;1109;80015337;44330531;50041661;24260418;4763098;200711268;57742892;1313861;4279598;8;87724738;
1663004182308;38558797;42078785;49288256;24309558;3678942;174533880;58936443;751951;2795803;955;95483833;45758030;56141046;27314028;4487922;207950370;62807195;848704;3513501;216;102395906;
1663004182338;72464915;113371917;127421220;61788825;10785504;467753532;147696304;2700542;9019285;1672;247452962;96032443;110981619;53814348;10432600;362616714;123353884;2299194;7778595;521;226348034;
1663004182354;38521714;42375665;46784872;22683780;4611417;190242798;55208768;1291503;4217444;435;83873552;41052481;46937540;22757112;4216106;184674222;53785703;1200024;3909085;1155;83724688;
1663004182370;38626746;32600159;40080669;19666521;3771162;157654326;43299777;864729;3118982;1125;69532153;39691649;46991798;23026122;3988676;192962706;53197803;932724;3429874;473;78866955;
1663004182386;38604947;64668408;71963196;34925688;5119496;231830382;87266607;1214221;4336360;1131;153804973;64153024;76553440;37151541;6412501;240651084;88135697;1259109;4739426;228;161384017;
1663004182402;38590110;57315892;68295479;33111162;6130489;261941604;74232219;1488263;4951911;400;125432568;51435997;55193698;26760258;5325585;191426100;63647017;1172831;3777333;1144;108976894;
1663004182418;38572639;41034182;45514586;22066317;4550472;185279220;53574977;1276391;4136279;8;81160462;42424395;47345935;22953672;4524212;191099052;54916481;1256030;4090993;1114;83910922;
1663004182434;38532550;39029440;44674753;21657888;4210347;175577424;51158054;1190471;3928883;1;79154145;41443732;49524184;24008292;4702107;200233386;54995973;1235710;4147392;368;83586404;
1663004182450;38605723;49325412;57562135;28025928;4038638;203137248;68298449;912314;3411843;1724;111960762;47972026;57383186;28055034;4608465;193575348;65691946;868361;3364246;503;114547501;
1663004182480;72419183;113321822;126434499;61324137;11252769;432678366;143413499;2734661;8879485;962;262526593;115421081;121099436;58738554;10523210;404701794;145100644;2446488;7934300;1456;260774988;
1663004182496;38590230;43082139;47272587;22921416;4774501;188326128;55832311;1288916;4217617;206;86799715;43430947;49547247;24023727;4394713;194670678;56532616;1197188;3929791;1130;89170226;
1663004182512;38902719;37232532;43874991;21446271;4009652;178843584;48687702;985180;3450157;300;73959426;36314806;43834209;21682647;4023024;175139946;47864416;941047;3301021;180;73288081;
1663004182528;38276222;69154996;75819177;36778392;5298100;248630508;94044740;1198981;4307467;1013;162228171;59089565;73231596;35523558;5308506;220647264;80063095;1094173;4273511;1649;156132263;
1663004182544;38576690;63694807;71337458;34586307;5924074;256042128;80004741;1439937;4655268;37;140844380;56272996;61069192;29608425;5242311;205942326;71579527;1141957;3772808;1371;128249287;
1663004182560;38575079;34663557;41439066;20090952;4271978;155739306;45880597;1139005;3646140;0;74349461;50236114;52718426;25558722;5316416;225079992;63917677;1442151;4690553;406;91867503;
1663004182576;38532487;38805870;44501994;21578193;4117224;175155660;51166902;1220898;3998110;0;78706365;42315963;48560683;23544234;4630223;193437534;55569749;1287943;4247182;1498;85000489;
1663004182592;38600835;45746135;54470344;26736759;4363772;207556272;63357549;888219;3383357;565;99626623;41042512;50049696;24363990;3686773;175048518;56272044;732071;2902193;224;96519004;
1663004182608;38640418;65578599;75190437;36454257;4984545;282191898;86972358;1297569;4719236;2041;144091749;49895278;60272301;29221542;5531747;189357474;67968529;1030816;3910450;120;126253258;
1663004182624;38553494;50055483;58471446;28350630;5925725;191823576;64147764;1418842;4457160;1258;120457169;60847777;63942573;31003245;5948071;228232230;74876220;1464586;4530202;224;127640851;
1663004182654;72628839;74529128;84438450;41031270;8052213;345144240;97293249;2123452;7116145;48;146098145;72497854;84778146;41309478;7954498;338497686;94801893;2094286;7027404;1476;145796873;
1663004182670;38415591;63079708;69021688;33688746;4681965;237059466;87415480;1159733;4154687;1154;144245646;54579421;66467893;32225445;5509959;209543178;74554341;1128441;4330240;1303;139093339;
1663004182686;38652234;57347222;68009052;32972940;6053980;256027944;73823794;1428206;4758058;381;126619019;53298916;58056478;28148022;5310211;205054788;67615680;1143545;3871895;45;114023901;
1663004182702;38521425;40152266;45727215;22168377;4584430;178715886;52562537;1239825;4023893;432;83223957;45727758;50503759;24486966;4826749;204164850;59539837;1316182;4286094;1094;90132592;
1663004182718;38546759;36026222;43829130;21249396;3976097;162078576;48088680;1131001;3741102;0;79107712;47597290;53385644;25883739;5246693;214439466;61985550;1400243;4667110;8;93109595;
1663004182734;38602516;41709903;49402617;24254307;3921562;191660664;58196904;791260;3125861;1276;88977600;37592485;47901123;23265522;3946411;180368568;52383184;749705;3027692;1026;83688005;
1663004182750;38642017;69191523;77713570;37688364;5338759;299609424;92047081;1354164;4893163;621;146686540;46451967;58273743;28264257;5367475;172142322;62848589;985628;3788630;1651;123811633;
1663004182766;38560851;44838569;52971060;25681320;5430063;170537406;57449197;1314875;4041363;0;107469199;62691362;64535295;31286808;6179964;243051792;77356179;1570088;4904815;9;126637748;
1663004182796;72615355;78543025;87417425;42595812;8348534;365545368;102163152;2231435;7586443;57;149720941;67141629;80056287;39142089;7542188;312634698;88290412;1974946;6601142;1477;138103375;
1663004182812;38465722;60787452;71494842;34756848;5631128;232105218;83397676;1216322;4547171;1467;148120638;59220352;69255483;33671547;5271743;226137156;82007183;1121816;4194951;1269;143653013;
1663004182828;38585911;59346087;68610340;33263559;5979092;258035550;76714411;1478005;4866513;164;129096834;52737008;58684016;28452186;5616882;198035910;65847143;1189241;3858926;1608;119016506;
1663004182844;38492209;33971767;39988721;19387683;3759063;148510644;45137874;1111531;3467483;10;74097775;51391255;54379272;26365752;5606545;230033472;65680320;1506474;4843905;5;95947897;
1663004182860;38559237;40727497;46076426;22336776;4483008;180974964;53319200;1254498;4116440;0;83201166;42861205;48827602;23671872;4392283;192773934;55867031;1240047;4056139;1500;86929759;
1663004182876;38644703;47229668;53178613;26070786;3924369;203354406;65501508;837897;3164373;712;99660018;40983894;52229814;25390827;4239169;190067112;56742669;797544;3230613;1363;95308173;
1663004182906;72466642;106386594;119478196;57925224;10556860;433133850;137212992;2601786;8625005;1726;233320640;99764142;114171088;55353627;10837973;400148340;130369318;2310767;8036441;846;225248467;
1663004182922;38516577;45386279;48230809;23384277;4813641;205237638;58475446;1359750;4389686;0;84325708;35941794;42310670;20511540;3945603;164593872;47540367;1144366;3689439;0;74444182;
1663004182938;38571842;57298262;63335512;30707523;3428921;225195714;67263403;816008;2893756;766;120843715;51622917;61222130;29682765;4636955;209513202;63758096;994523;3612416;853;118848564;
1663004182954;38680594;66346257;70623951;34293924;4559294;229939410;89294350;1200488;4132630;2295;152162707;62340606;75403337;36609111;6289699;244028238;85898297;1206502;4698971;591;159724048;
1663004182970;38569041;56795007;66287865;32138883;5793343;255410376;72878866;1406270;4661705;14;122101393;51955130;56234002;27264384;5259238;199451028;65914247;1115862;3745225;25;112351443;
1663004182986;38587647;44400880;48257962;23395806;4837048;199144650;57600186;1329471;4314103;0;86338698;40578801;46482719;22535541;4357004;181958652;53001742;1193982;3859861;1470;83170211;
1663004183002;38624139;41457384;46978740;22777902;4516449;181683504;54386146;1267255;4131638;8;86733509;43663050;49876520;24180534;4259285;192705834;57069053;1215850;3998948;1023;90560007;
1663004183018;38623032;28403591;36507953;17946873;2963072;124914516;40241275;616906;2299585;100;67988710;40347167;48986862;23793462;3528310;182754690;54290900;743975;2891409;943;87261113;
1663004183034;38592737;59497059;67959533;32948244;5261421;220644666;80427330;1154551;4247441;598;143213456;63487921;73685486;35724528;6077858;250680864;85796151;1218215;4738455;1916;150596435;
1663004183050;38546552;55328376;63322710;30700971;5951088;241655124;69704944;1578994;4879844;524;117767450;50099262;53216233;25801020;4928816;186313944;61732912;1246984;3818367;677;107225229;
1663004183066;38574955;42781297;47055020;22814190;4708897;187711578;55390641;1284916;4167445;0;86513732;43031349;48584151;23551731;4308319;191246022;56087339;1210192;3949953;387;88118101;
1663004183082;38793468;37811087;47325018;23114448;4321750;184450026;50837266;1010378;3574598;439;81786036;43119979;49589213;24251976;4383881;191791356;55272052;1012331;3489133;1235;87132069;
1663004183098;38378996;61672834;68432052;33429249;5157704;228210678;83728820;1207296;4371249;457;146198690;57888500;65901032;31975272;4981328;214668426;79630172;1081592;3955458;964;141140710;
1663004183114;38586859;62103920;74554451;36145998;6639104;275861544;81548445;1492392;5196715;23;140759191;51845092;58050410;28144809;4728380;185139858;64393151;1020352;3345954;1454;118183048;
1663004183130;38582729;40456400;45721376;22167432;4502907;174003684;52563996;1256404;4032137;1;86367104;48859639;52511828;25460505;4931339;210541554;62158037;1352687;4352265;1085;96217889;
1663004183146;38554706;42420244;47731773;23142798;4364970;179298546;54989210;1218090;3995341;0;91709959;46520561;51842413;25134354;4240017;200329344;60624950;1220404;3946013;378;97265866;
1663004183162;38590372;42532603;54799830;26597907;4312693;196405554;59575465;867349;3425085;1201;101946545;46032448;54002952;26270622;4020171;196127802;62178990;800280;3146099;1029;100159191;
1663004183178;38590713;62450386;66728580;32381748;4211142;234107874;81048029;1234655;4071639;872;136705818;56557865;68831955;33401214;5930256;234757476;76923834;1102341;4425722;960;139710565;
1663004183194;38530869;51473850;56928125;27599166;5559619;195241884;64959264;1388283;4292592;2;115700907;55843146;60622847;29390319;5703642;217824960;69585960;1423280;4408187;383;119659570;
1663004183210;38655608;41441082;45756201;22185009;4340715;184779528;53821831;1259976;4115636;0;81936883;41512952;47792148;23168565;4381137;189921492;54671277;1223817;4028179;1472;84440385;
1663004183226;38538708;33726983;41403090;20102040;3666813;158685732;44245246;855716;3108960;36;71620436;40963349;48812866;23901129;4389458;199158366;53904387;952216;3409670;41;80662211;
1663004183242;38634943;55561473;63628150;30944907;4954856;210569010;77456059;1057726;3818427;1909;135954494;56173741;62616181;30705570;4434179;206449194;75656449;1081022;3883564;1002;132598763;
1663004183258;38535923;63383060;73303442;35538993;6145428;290821848;82954599;1394401;4974138;20;129167681;42266509;51662182;25047351;5017578;169361184;55335803;990511;3487866;1174;101927689;
1663004183274;38566371;44951956;49449749;23975721;5133294;194398458;58066539;1364893;4386115;0;92395984;46192398;49302090;23900121;4771173;192255396;58266849;1312745;4144114;377;91456920;
